DATE,HOTEL/FIRM,CODE,"JOB DESCRIPTION",JOB.,QTY,PRICE,AMOUNT,PAPER,COLOR,งานหลังพิมพ์,จำนวนเที่ยววิ่ง,ช่างอาร์ต,เครื่องพิมพ์,ช่างพิมพ์,COOR,NEW/OLD,วันที่เสร็จ,TEL.
03-06-23,namjai,,"menu food ",85757,20,230,4600,"art 300 g ","cmyk 2 side ","matt pvc  ปั๊มพับ เย็บมุงหลังคา",,โอ๋,"Digital Print","laser ",ตา,N,03-06-23,
03-06-23,"The Palm Bar And Grill",,menu,84666,100,235,23500,"อาร์ต 300g.","cmyk 2 side ","matt pvc  ปั๊มพับ เย็บมุงหลังคา+ผูกเชือกป่าน",,โอ๋,MO4,ศร,ตา,N,03-06-23,
03-06-23,"baan sawan",,nc,84549,500,3.5,1750,"อาร์ต 300g.","cmyk 2 side ",,,แตงโม,"Digital Print","laser ",ตา,N,03-06-23,
03-06-23,"Santiburi Beach Resort",H,ใบสมัครงาน,84929,500,6.5,3250,"pond 80 g ","น 1 ดำ 2 ด้าน ",พับเครื่อง,,PL,GTO,ต้น,ตา,N,03-06-23,
03-06-23,"Silavadee Pool Spa Resort",H,"miscellaneous ",84395,100,85,8500,"เคมี 4 ใบ ขาว ฟ้า เหลือง ชมพู","น 1 เทา","รันเลขที่127501-132500 ปรุ 3 ใบ",,โอ๋,"ตัด 5",เมฆ,ตา,O,03-06-23,
03-06-23,"Chaweng Cove Beach Resort",H,"food order ",84931,100,55,5500,"เคมี 3 ใบ ขาว เขียว เหลือง","1 สี คือ น้ำเงิน","รันเลขที่ 70001-75000/ล.1401-1500 ปรุ 2 ใบ",,โอ๋,"ตัด 5",เมฆ,ตา,N,03-06-23,
03-06-23,"coco tam ",,"captain order",84689,100,75,7500,"เคมี 3 ใบ ขาว ฟ้า เหลือง","1 สี คือ ดำ ","รันเลขที่ 0001-5000/ล.0001-100",,โอ๋,"ตัด 5",เมฆ,ตา,N,03-06-23,
03-06-23,"(Petcherat) Full Moon Party",,ป้ายคล้องคอ,85763,100,17,1700,"art 300 g ","cmyk 2 side ",เคลือบแข็งเจาะรู,,ปัด,"Digital Print","laser ",ตา,N,03-06-23,
03-06-23,ชินบายไนซื,,ใบเสร็จรับเงิน/ใบกำกับภาษี,84994,50,100,5000,"เคมี 3 ใบ ขาว-ฟ้า-เหลือง","1 สี คือ ดำ ","รันเลขที่ 0001-2500/ล.001-50 ปรุ 2 ใบ",,ปัด,"ตัด 5",เมฆ,ตา,N,03-06-23,
03-06-23,Lamphu,R,tag,85779,990,2.5,2475,"พลาสติก  22 ไมคอน","cmyk 1 side ",,,โอ๋,"Digital Print","laser ",ตา,N,03-06-23,
03-06-23,คุณแม่สุวรรณี,,"sticker ",85795,5,60,300,"pp matt","cmyk 1 side ",dicut,,แตงโม,"Digital Print","laser ",ตา,N,03-06-23,
03-06-23,"My Samui Island",TR,"brochure หมุ่เกาะอ่างทอง",85760,10000,1.97,19795,"art 157","cmyk 2 side ",พับ,,ปัด,MO4,ศร,ตา,N,03-06-23,
03-06-23,ร้านพี่แอ๊ด,O,บิลเงินสด,84779,100,60,6000,"เคมี 2 ใบ ขาว เหลือง","1 สี คือ น้ำเงิน","รันเลขที่ 0001-5000/ ปรุ 1 ใบ",,PL,"ตัด 5",เมฆ,ตา,N,03-06-23,
03-06-23,ร้านพี่แอ๊ด,O,บิลเงินสด,84780,100,48,4800,"ขาว 55 แกรม","1 สี คือ น้ำเงิน","รันเลขที่ 0001-10000/ เข้าเล่ม 100 ใบ",,PL,"ตัด 5",เมฆ,ตา,N,03-06-23,
03-06-23,"เพ็ญศิริ (ร้านอาหาร)",R,"voucher ",85911,10,350,3500,"art 157","cmyk 2 side ","รันเลขที่ 0001-1000/เข้าเล่ม 100 ใบ กาว",,ปัด,"Digital Print","laser ",ตา,N,03-06-23,
03-06-23,"โรงพยาบาลเกาะสมุย ",HP,"institute of pathology",84725,50,100,5000,"ปรู๊ฟ 48","น 1 ดำ2ด้าน","เข้าเล่ม 100 ใบ/เล่ม กาว",,PL,GTO,ต้น,ตา,N,03-06-23,
03-06-23,"เพ็ญศิริ (ร้านอาหาร)",R,nc,85919,200,4.5,900,"art 300 g ","cmyk 2 side ",,,ปัด,"Digital Print","laser ",ตา,N,03-06-23,
03-06-23,"sand wash",,nc,85787,100,4.5,450,"art 300 g ","cmyk 2 side ",,,แตงโม,"Digital Print","laser ",ตา,N,03-06-23,
03-06-23,"ฺBlooming Gallery",,menu,84944,1,180,180,"art 300 g ","cmyk 2 side ","matt pvc  ปั๊มพับ เย็บมุงหลังคา",,โอ๋,"Digital Print","laser ",ตา,N,03-06-23,
03-06-23,"The Fair House Beach Resort & Hotel",H,"sticker logo ",85906,12,60,600,"pp matt","cmyk 2 side ",,,แตงโม,"Digital Print","laser ",ตา,N,03-06-23,
03-06-23,ขนมเปี๊ยะบ้านสวน,O,"sticker ",85925,5,50,250,"Sticker กระดาษ","น 1 ดำ",,,ปัด,"Digital Print","laser ",ตา,N,03-06-23,
