DATE,HOTEL/FIRM,CODE,"JOB DESCRIPTION",JOB.,QTY,PRICE,AMOUNT,PAPER,COLOR,งานหลังพิมพ์,จำนวนเที่ยววิ่ง,ช่างอาร์ต,เครื่องพิมพ์,ช่างพิมพ์,COOR,NEW/OLD,วันที่เสร็จ,TEL.
07-04-21,บ้านเค้กริมคลอง,O,"Sticker (Awake)",76797,10,60,600,"pp มัน","CMYK 1 SIDE","ไดคัท Inkjet",,KEAN,"Digital Print",laser,สาว,N,05-10-21,
07-04-21,"สเต็กลุงใหญ่ (สาขาแม่น้ำ)",O,ใบรับออเดอร์,76799,"2 ดรีม",160,320,"ปอนด์ 80 เแกรม","1 สีคือดำ",,1000,ห้องถ่ายเอกสาร,,โรเนียว,สาว,N,09-04-21,
07-04-21,"Coconut Beach (Lamai)",R,Menu,76800,4,320,1280,"art 300 g","CMYK 2 SIDE",เคลือบแข็ง,4,ติ้ว,,laser,สาว,N,09-04-21,
07-04-21,"Samui Palm Beach Resort",H,"STK.Mini Bar",76748,10,70,700,"STK.PPด้าน V.นอก",น-CMYK,กรีด,"10 ใบ",แก่น,"Digital Print",แก่น,ตา,O,08-04-21,
07-04-21,"M.A. Car Rent",O,"Flyer - รถ",76551,5,50,150,"อาร์ต 300 แกรม","CMYK 1 SIDE",เคลือบแข็ง,5,ติ้ว,,laser,สาว,N,09-04-21,
07-04-21,"Miskawaan Luxury Beach Resort Villas",H,"Letter Head A:4",75325,1000,2.50,2500,"ปอนด์ขาว80g TPI 25*35.5","น-น้ำตาล,เขียวอมเทา",ตัด,1100,แก่น,"ตัด 11",ศร,สาว,O+R,07-04-21,
07-04-21,"Meaw Home Made Bakery",O,"Sticker ดวงเล็ก",76733,1000,0.30,300,"STK.ขาวมันหลังเขียว ","น-Print สี","ไดคัท Inkjet (ขนาด3ซม.)",9(A:3),โอ๋,"Digital Print",โอ๋,ตา,O,07-04-21,
08-04-21,กรมสรรพากรเกาะสมุย,G,"Print St. - ติดโฟมบอร์ด ",19235,1,1800,1800,"สติกเกอร์ขาวมัน ",SWJ,"140*240 ซม.",,,อิ้งเจ็ท,,โอ๋,N,08-04-21,
08-04-21,ร้านลำภู,R,"Print St.ติดพลาสวู๊ด Price Tag",19240,3,25,75,"สติกเกอร์ขาวมัน ",JV33,"13*10 ซม.",,,อิ้งเจ็ท,,โอ๋,N,08-04-21,
08-04-21,"Sala Samui Resort & Spa(เฉวง)",H,"Print St. - Poster",19242,3,300,900,"สติกเกอร์ขาวมัน A1",JV33,,,,อิ้งเจ็ท,,โอ๋,N,08-04-21,
08-04-21,"Seen Beach Club",H,"Print Vinyl - Banner DJ Line Up",19239,1+2,2000+13000,4600,ไวนิลขาวทึบ,SWJ,"ตอกตาไก่ ในเนื้องานระยะห่าง4มุมพับขอบ1ชั้น",,,อิ้งเจ็ท,,โอ๋,N,08-04-21,
08-04-21,"โรงพยาบาลเกาะสมุย ",HP,"Print Vinyl - ป้ายขั้นตอนการเตรียมการเข้ารับวัคซีน",19221,4,650,2600,"ไวนิลขาวทึบ 120*240 ซม.",SWJ,"ตอกตาไก่ ในเนื้องานระยะห่าง4มุมพับขอบ1ชั้น",,,อิ้งเจ็ท,,โอ๋,N,08-04-21,
08-04-21,"โรงพยาบาลเกาะสมุย ",HP,"Print Vinyl - Banner",19225,1,1350,1350,"ไวนิลขาวทึบ 2*3 ม.",SWJ,,,,อิ้งเจ็ท,,โอ๋,N,08-04-21,
08-04-21,"โรงพยาบาลเกาะสมุย ",HP,"Print St. - ติดโฟมบอร์ด Standee ",19222,4,800,3200,สติกเกอร์ขาวด้าน,SWJ,"60*180 ซม.",,,อิ้งเจ็ท,,โอ๋,N,08-04-21,
08-04-21,"Conrad Koh Samui",H,"Print PP+X-Stand",19202,2,650,1300,"โฟโต้เปเปอร์แบบด้าน 60*160 ซม.",SWJ,ส่งเคอรี่330บ.,,,อิ้งเจ็ท,,โอ๋,N,08-04-21,
08-04-21,"The Ritz-Carlton",H,nc,76750,,,0,,,,,,,,ตา,,09-04-21,
08-04-21,สมาคมส่งเสริมการท่องเที่ยวเกาะสมุย,O,"Print St. - ติดโฟมบอร์ด (Poster ฉีดวัคซีน)",19245,16,100,1600,"สติกเกอร์ขาวมัน ",JV33,"30*45 ซม.",,,อิ้งเจ็ท,,โอ๋,N,08-04-21,
