DATE,HOTEL/FIRM,CODE,"JOB DESCRIPTION",JOB.,QTY,PRICE,AMOUNT,PAPER,COLOR,งานหลังพิมพ์,จำนวนเที่ยววิ่ง,ช่างอาร์ต,เครื่องพิมพ์,ช่างพิมพ์,COOR,NEW/OLD,วันที่เสร็จ,TEL.
29-03-23,"the ritz ",,กระดาษฟ้าเจาะรู,83879,1500,1.80,2700,"ปอนด์ 80g ","น 1 ฟ้า ล 1 ฟ้า",ตัดใบ,,PL,GTO,ต้น,ตา,N,29-03-23,
29-03-23,เพชรบัญชา,,fuys,84031,8000,90,720000,"อาร์ต 115g.","น 4 cmpu","ตัด ส่งพิมพ์",,PL,MO4,ศร+ต้น,ตา,N,29-03-23,
29-03-23,"Pop travel  & Tour",,"voucher ",83935,40,95,3800,"เคมี 2 ใบ ขาว-ฟ้า","น 1 ดำ","ปรุหัว 1 ใบ No.001-2000 +เย็บ 50ใบ/ชุด",,PL,"ตัด 5",เมฆ,ตา,N,29-03-23,
29-03-23,"คุณนิค (Samui SR Tour)",TR,"Name Card",84034,200,3.5,700,"อาร์ต 300g.",น-Cmyk,แพ็ค,,ปัด,"Digital Print",ปัด,ตา,N,29-03-23,
29-03-23,"Coral Cliff Beach Resort",H,"Flyer -A5",83661,1000,5.20,5200,"อาร์ต 157g.","น 4 cmyk ล 4 cmyk","ตัด ",,ปัด,GTO4,ศร,ตา,N,29-03-23,
29-03-23,tlansar,,"ใบปลิว A4",83687,500,9,4500,"อาร์ต 157g.","น 4 cmyk ล 4 cmyk",,,ปัด,MO4,ศร+ต้น,ตา,N,29-03-23,
29-03-23,"Natural Wing",SP,ใบกำกับภาษีอย่างย่อ/บิลเงินสด,83908,50,85,4250,"ธรรมดา 2 ใบ ขาว-ปรู๊ฟ",ดำ,"ปรุหัว 1 ใบ No.01-50 +เย็บ 50ใบ/ชุด",,PL,"ตัด 5",เมฆ,ตา,O,29-03-23,
29-03-23,"Celes Beachfront Resort",H,"Work Order",83173,50,87,4350,"เคมี 3 ใบ ขาว-ชมพู-เหลือง",น้ำเงิน,"ปรุหัว 2 ใบ No.10001-12500 +เย็บ 50ใบ/ชุด",,PL,"ตัด 5",เมฆ,ตา,N,29-03-23,
29-03-23,"Varivana Resort",H,"Miscellaneus vouches",83868,50,75,3750,"เคมี 3 ใบ ขาว-ฟ้า-ชมพู",ดำ,"ปรุ 2 ใบ No.8501-11000 +เย็บ 50ใบ/ชุด",,PL,"ตัด 5",แบ็งค์,ตา,N,29-03-23,
29-03-23,"Aqua Tao (อะกัวเตา บจก.)",O,ใบเสร็จรับเงิน/ใบกำกับภาษีอย่างย่อ,83977,25,100,2500,"เคมี 3 ใบ ขาว-ชมพู-เขียว",ดำ,"ปรุหัว 2 ใบ No.3401-4650 +เย็บ 50ใบ/ชุด",,PL,"ตัด 5",เมฆ,ตา,N,29-03-23,
29-03-23,"Samui Armani Suits",TL,"Cash Sale",83189,20,95,1900,"เคมี 2 ใบ ขาว-ฟ้า",ดำ,"ปรุหัว 1 ใบ No.0001-1000 +เย็บ 50ใบ/ชุด",,PL,"ตัด 5",เมฆ,ตา,N,29-03-23,
29-03-23,"Samui Armani Suits",TL,"Order Book",83187,20,195,3900,"ธรรมดา 2 ใบ ขาว-ปรุ๊ฟ","น 1 ดำ","ปรุ 4 ทอน ตีเลข 5 จุด 3001-4000",,PL,"ตัด 5",แบ็งค์,ตา,N,29-03-23,
29-03-23,"คุณจินตนา (พี่จุก)",,สัญญารถเช่า,83856,200,49,9800,"ปอนด์ 70g ","น 1 ดำ","กาวหัว  50  ใบ /ไม่มีเบอร์ ",,PL,GTO,ต้น,ตา,N,29-03-23,
29-03-23,"sublime samui villas",,"Menu ",83223,15,650,9750,"อาร์ต 260g.","น 4 cmpu ล 4 cmpu",แพ็ค,,PL,"Digital Print",เมฆ,ตา,O+R,29-03-23,
29-03-23,"the pier travel",,voucner,83904,20,95,1900,"เคมี 2 ใบ ขาว-ฟ้า","น 1 ดำ","ปรุข้าง 1  ใบ No.001-1000 +เย็บ 50ใบ/ชุด",,PL,"ตัด 5",เมฆ,ตา,N,29-03-23,
29-03-23,"Nora Beach Resort & Spa",H,ใบเสร็จรับเงิน/ใบกำกับภาษีอย่างย่อ,83191,50,88,4400,"เคมี 3 ใบ ขาว-ฟ้า-เหลือง","น 1 เทา","ปรุข้าง 3 ใบ No.7501-10000  ล.151-200+เย็บ 50ใบ/ชุด",,PL,"ตัด 5",แบ็งค์,ตา,N,29-03-23,
29-03-23,"Vana Belle A Luxury Collection Resort ",H,ซองจดหมายขนาดเล็ก,83675,1000,4.50,4500,"ซองขาวแหลม 5*7  /4 ขาว","น 1 ดำ",,,PL,"ตัด 11",ศร,ตา,O,29-03-23,
29-03-23,"the ritz ",,"cashier remittance",84010,1000,5.70,5700,"ซองขาว ฝาข้าง BA6/ 3*9","น 1 ดำ ล 1 ดำ",,,PL,"ตัด 11",ศร,ตา,N,29-03-23,
29-03-23,ห้างทองนงนุช,O,สัญญาขายฝาก,83945,50,90,4500,"เคมี 3 ใบ ขาว-ฟ้า-เหลือง","น 1 ดำ","ปรุหัว 3 ใบ No.2501-5000 /ล51-100 +เย็บ 50ใบ/ชุด",,PL,"ตัด 5",เมฆ,ตา,O,29-03-23,
29-03-23,"Rs Travel ",,"โปรชัวร์ 4 พับ",83146,10000,2.9,29000,"อาร์ต 157g.","น 4 cmyk ล 4 cmyk",ตัด+พับ,,PL,"Digital Print",แอร์+ศร,ตา,O+R,29-03-23,
29-03-23,"P&D รถเช่า",,สัญญารถเช่า,84025,20,165,3300,"เคมี 2 ใบ ขาว-ฟ้า","น 1 ดำ","ปรุหัว 1 ใบ No.001-1000 +เย็บ 50ใบ/ชุด",,โอ๋,"ตัด 5",แบ็งค์,ตา,N,29-03-23,
29-03-23,เพชรบัญชา,,"ใบปลิว ",84458,7000,.90,6300,"อาร์ต 115g.","น 4 cmyk","ตัด ",,โอ๋,GTO,แบ็งค์,ตา,N,29-03-23,
29-03-23,Avanitseen,,"food Abesverage",84477,2000,2.8,5600,"อาร์ต 157g.","น 4 cmyk","เข้าเล่ม 50 ใบ/เล่ม ปรุ 1 จุด ตีเลข 1 จุด 1001-3000",,ปัด,GTO4,แอร์,ตา,N,29-03-23,
29-03-23,"เพ็ญศิริ (ร้านอาหาร)",R,"Name Card",84414,400,3.50,14000,"อาร์ต 300g.",หน้า-cmyk,แพ็ค,,ปัด,"Digital Print",ปัด,ตา,N,29-03-23,
29-03-23,phaneticsymbol,,card,83796,1000,3,3000,"brisk 270 g","น 1 น้ำเงิน","ตัด ปี๊มพับ",,ปัด,"ตัด 11",ต้น,ตา,N,29-03-23,
29-03-23,ร้านน้องหญิง,,ใบส่งของ,84423,50,90,4500,"เคมี 3 ใบ ขาว-เขียว-เหลือง","น 1 ดำ","ปรุหัว 2 ใบ No.7501-20000 +เย็บ 50ใบ/ชุด",,PL,"ตัด 5",เมฆ,ตา,O,29-03-23,
29-03-23,"บ.อีเลฟเฟ่น แคร์ สมุย จำกัด",O,ใบเสร็จรับเงิน/ใบกำกับภาษีอย่างย่อ,83104,20,115,2300,"เคมี 3 ใบ ขาว-ฟ้า-เหลือง","น 1 ดำ","ปรุหัว 2 ใบ No.001-200/ 01951-01750  ล.20-35   +เย็บ 50ใบ/ชุด",,PL,"ตัด 5",เมฆ,ตา,O,29-03-23,
29-03-23,"Surat Baansuy",O,ใบสั่งซื้อ/ใบเสอนราคา,83167,50,185,9250,"เคมี 3 ใบ ขาว-ชมพู-เหลือง","น 1 ดำ","ปรุหัว 3 ใบ No.2501-5000 ล.051-100+เย็บ 50ใบ/ชุด",,โอ๋,"ตัด 5",แบ็งค์,ตา,N,29-03-23,
29-03-23,"The Fair House Beach Resort & Hotel",H,"Captain Order",83857,100,55,5500,"เคมี 3ใบ ขาว-ฟ้า-เหลือง",น้ำเงิน,"ปรุหัว 2 ใบ No.0001-5000 +เย็บ 50ใบ/ชุด",,PL,"ตัด 5",เมฆ,ตา,N,29-03-23,
29-03-23,"Goldvest Trading (Thailand)",O,NC,83236,2000,4,4000,"อาร์ต 300g.","น 4 cmyk ล 4 cmyk",แพ็ค,,ปัด,"Digital Print",ปัด,ตา,O,29-03-23,
29-03-23,"พี่เขียว (ตลาดชุมชนพรุเฉวง)",O,ตั๋ว,83705,100,30,3000,"แบงค์เหลือง 55 g",-,"ปรุ 1 ที่ No.001-10000 +เย็บ 100ใบ/ชุด",,PL,"ตัด 5",เมฆ,ตา,O,29-03-23,
29-03-23,"Sand Sea Resort & Spa",H,statement,83686,50,85,4250,"เคมี 3 ใบ ขาว-ชมพู-ฟ้า","น 1 น้ำเงิน","ปรุหัว  No.2501-5000 +เย็บ 50ใบ/ชุด",,PL,"ตัด 5",เมฆ,ตา,O,29-03-23,
29-03-23,"son of the beach",,ใบเสร็จรับเงิน/ใบกำกับภาษีอย่างย่อ,83172,50,90,4500,"เคมี 3 ใบ  ขาว-เหลือง-ชมพู","น 3 ดำ","ปรุหัว 2 ใบ No.5001-7500 ล.101-150 +เย็บ 50ใบ/ชุด",,ปัด,"ตัด 5",เมฆ,ตา,N,29-03-23,
29-03-23,บ.เอียดเฟอร์นิเจอร์,,ใบเสร็จรับเงิน,83713,20,73,1460,"ธรรมดา 3 ใบ ขาว-เหลือง-ปรู๊ฟ","น 1 น้ำเงิน","ปรุหัว 2 ใบ No.6251-7250 ล.126-145 +เย็บ 50ใบ/ชุด",,PL,"ตัด 5",เมฆ,ตา,O,29-03-23,
30-03-23,"Aromi Paradise",,"Menu ",84033,7,400,2800,"อาร์ต 300g.","น 4 cmyk ล 4 cmyk",,,โอ๋,GTO,โอ๋,ตา,N,30-03-23,
