DATE,HOTEL/FIRM,CODE,"JOB DESCRIPTION",JOB.,QTY,PRICE,AMOUNT,PAPER,COLOR,งานหลังพิมพ์,จำนวนเที่ยววิ่ง,ช่างอาร์ต,เครื่องพิมพ์,ช่างพิมพ์,COOR,NEW/OLD,วันที่เสร็จ,TEL.
18-01-22,arcadia,,Sticker,78616,40,60,2400,"pp ด้าน","CMYK 1 SIDE","ไดคัท Inkjet",40,โอ๋,"Digital Print",laser,ตา,N,18-01-22,
18-01-22,สวนนายแดง,,Sticker,78031,2,60,120,"pp ด้าน","CMYK 1 SIDE",กรีด,2,ปัด,"Digital Print",laser,ตา,O,18-01-22,
18-01-22,"The Glory Clinic",O,Sticker,76535,8,60,480,"pp ด้าน","CMYK 1 SIDE",กรีด,8,โอ๋,"Digital Print",laser,ตา,N,18-01-22,
18-01-22,ร้านมุมทอง,,Sticker,78011,500,1.20,600,"pp ด้าน","CMYK 1 SIDE","ไดคัท Inkjet",,โอ๋,"Digital Print",laser,ตา,N,18-01-22,
18-01-22,"ห้างทองกรุงเทพ (สาขาหน้าทอน)",O,ใบรับสั่งทำทอง,78013,40,70,2800,"เคมี 2 ใบ ขาว ฟ้า","1 สี คือ น้ำเงิน","รันเลขที่ 9501-11500/ล.191-230 ปรุ 1 ใบ เข้าเล่ม 50 ชุด/เล่ม",2000,PL,"ตัด 5",เมฒ,ตา,O,18-01-22,
18-01-22,"samui villa & home",,"villa tecnincal check ",76533,25,135,3375,"เคมี 2 ใบ ขาว เหลือง","1 สี คือ น้ำเงิน","รันเลขที่ 5001-6250/ล.101-125 ปรุข้าง 1 ใบ 50 ชุด/เล่ม",2500,PL,"ตัด 5",ตู่,ตา,O,18-01-22,
18-01-22,"Conrad Koh Samui",H,"stk bath gel",78020,200,140,0.7,"stk ใส","CMYK 1 SIDE",กรีด,,โอ๋,"Digital Print",laser,ตา,O,18-01-22,
19-01-22,ททท.ศูนย์สมุย,G,nc,78107,400,4.58,1800,ิbrisk270,"CMYK 2 SIDE",ตัด,,ปัด,"Digital Print",laser,ตา,N,20-12-23,
19-01-22,ครัวพี่โจ้,,Sticker,77788,10,50,500,"สติกเกอร์ขาวมันหลังเขียว A3","CMYK 1 SIDE","ไดคัท Inkjet",,ปัด,"Digital Print",laser,ตา,N,20-12-23,
19-01-22,"Samui Beverages",O,sticker,77756,5,80,400,"pp ด้าน","CMYK 1 SIDE","ไดคัท Inkjet",,ปัด,"Digital Print",laser,ตา,N,19-01-22,
19-01-22,"Samui Palm Beach Resort",H,"Sticker cockies 1.5inc 2 inc",77782,12,50,600,"pp ด้าน","CMYK 1 SIDE","ไดคัท Inkjet",,โอ๋,"Digital Print",laser,ตา,N,20-12-23,
19-01-22,"Four Seasons Resort",H,Sticker,77784,3000,.27,810,"สติกเกอร์ขาวมันหลังเขียว A3","1 สี คือ ดำ","ไดคัท Inkjet",,โอ๋,"Digital Print",laser,ตา,O,19-01-22,
19-01-22,kbs,,Sticker,78704,1,70,70,"pp ด้าน","CMYK 1 SIDE","ไดคัท Inkjet",,ปัด,"Digital Print",laser,ตา,N,19-01-22,
19-01-22,สำนักปฏิบัติธรรมวัดน้ำตกหินลาด,O,sticker,78240,6,80,480,"stk ใส","CMYK 1 SIDE",กรีด,,โอ๋,"Digital Print",laser,ตา,N,19-01-22,
19-01-22,Hyatt,,"Valet Parking",78981,2000,2.35,4700,"card 120","1 สี คือ เทา 2 ด้าน","no 1001-3000 ตีเบอร์ 2 จุด ปรุ 1 จุด เจาะรูมุมซ้าย ผูกเชือกยางยื",1000,PL,"ตัด 11",ศร,ตา,O,19-01-22,
19-01-22,"khun katie",,"stk 7 แบบ",79052,7,60,420,"pp ด้าน","CMYK 1 SIDE","ไดคัท Inkjet",,ปัด,"Digital Print",laser,ตา,N,20-12-23,
19-01-22,ครัวหน้าบ้าน,,Sticker,76505,6,50,300,"สติกเกอร์ขาวมันหลังเขียว A3","CMYK 1 SIDE",กรีด,,โอ๋,"Digital Print",laser,ตา,N,20-12-23,
19-01-22,"โรงแรมนารา วิลล่า",,ใบเสร็จรับเงิน,76549,20,78,1560,"กระดาษธรรมดา 2 ใบ ขาว-ปรู๊ฟ","1สี น้ำเงิน","รันเลขที่ 0001-1000/ล.001-020 ปรุ 1 ใบ",1000,ปัด,"Digital Print",เมฒ,ตา,N,02-02-22,
19-01-22,"โรงแรมนารา วิลล่า สุราษฎร์",,ใบเสร็จรับเงิน,76549,20,78,1560,"กระดาษธรรมดา 2 ใบ ขาว-ปรู๊ฟ","1 สี คือ น้ำเงิน","รันเลขที่ 0001-1000/ล.001-020 ปรุ 1 ใบ",1000,ปัด,"ตัด 5",เมฒ,ตา,N,19-01-22,
19-01-22,"โรงแรมนารา วิลล่า สมุย",,ใบเสร็จรับเงิน,76550,20,78,1560,"กระดาษธรรมดา 2 ใบ ขาว-ปรู๊ฟ","1 สี คือ น้ำเงิน","รันเลขที่ 0001-1000/ล.001-020 ปรุ 1 ใบ",1000,ปัด,"ตัด 5",เมฒ,ตา,N,19-01-22,
19-01-22,"thai oil",,Sticker,76515,4,60,240,"pp มัน","CMYK 1 SIDE","ไดคัท Inkjet",,โอ๋,"Digital Print",laser,ตา,N,19-01-22,
19-01-22,"Top Cats Fishing Resort",TR,"Flyer ",76503,2000,2.65,5300,"ART 157","CMYK 2 SIDE",ตัด,1000,โอ๋,GTO4,แอ้,ตา,N,20-12-23,
19-01-22,"Avani Samui (Sunset Coast)",H,ใบเสร็จรับเงิน/ใบกำกับภาษี,78282,50,190,3800,"เคมี 4 ใบ ขาว-ชมพู-ฟ้า-เหลือง","1 สี คือ ดำ","รันเลขที่ 0001- 2500 ใบแรก ต้นฉบับ 2-3-4 สำเนา ปรุ 3 ใบ",,"โอ๋ pl new","ตัด 5",ตู่,ตา,O,19-01-22,
19-01-22,"Avani Samui (Sunset Coast)",H,"Key Card Folder",78281,1000,5.5,5500,"card 240 g","2 สี ครีม น้ำเงิน 1 ด้าน","ไดคัท ประกอบ ติดกาว",500,PL,GTO,แอ้,ตา,O,19-01-22,
20-01-22,แลพร้าว,,sticker,78621,6,45,270,"สติกเกอร์ pp มัน","4 สี",,,โอ๋,,โอ๋,สาว,,,
20-01-22,"U Samui",,"letter head  a5",78805,5000,1.40,7000,"Cug 90 g.","1 สี",,,ปัด,,ตู่,สาว,,,
20-01-22,Atmos,R,Menu,78561,30,290,8700,,,,,ปัด,,ปัด,สาว,,,
20-01-22,แลพร้าว,,sticker,78862,9,45,405,สติกเกอร์พีพีด้าน,"4 สี",,,โอ๋,,โอ๋,สาว,,,
20-01-22,afternoon,,sticker,78651,30,55,0,"สติกเกอร์ pp ด้าน",,,,โอ๋,,โอ๋,สาว,,,
20-01-22,"Natruja people",,sticker,78850,13,60,0,"สติกเกอร์ pp ด้าน","4 สี",,,โอ๋,,โอ๋,สาว,,,
20-01-22,"My Cafe awake",,sticker+การ์ด,78666,"การ์ด 100/สติกเกอร์ wifi ",,0,"การ์ด 300 แกรม+สติกเกอร์ PP ด้าน","4 สี",,,โอ๋,,โอ๋,สาว,,,
20-01-22,เทศบาลนครเกาะสมุย,G,sticker,78665,"11 A3",60,0,,,,,,,,สาว,,,
20-01-22,"Four Seasons Resort",H,"Envelope Address 9/125",78840,1000,2.5,2500,ซองขาวฝานขนาน,เทา,,,โอ๋,,ตู่,สาว,,,
20-01-22,"Banana Fan Sea Resort",H,"Envelope Address 9/125",78902,1500,2.15,3225,"ซองขาวฝาแหลม 9/125",เขียว,,,ปัด,,ตู่,สาว,,,
20-01-22,"Conrad Koh Samui",H,"Welcome Card",78093,1000,6.75,6750,"Cx 22 Dimond White 250 g.","4 สี",,,แก่น,,แอ้,สาว,,,
20-01-22,อาจารย์ภิญโญ,O,"sticker มะนาวแป้น",77047,800,0.55,0,สติกเกอร์ขาวมัน,"4 สี",,,โอ๋,,โอ๋,สาว,,,
20-01-22,อาจารย์ภิญโญ,O,"ิsticker ใบตอง",78954,800,0.55,0,สติกเกอร์ขาวมัน,"4 สี",,,โอ๋,,โอ๋,สาว,,,
20-01-22,อาจารย์ภิญโญ,O,"sticker ผักพื้นบ้าน",78982,400,0.30,0,สติกเกอร์ขาวมัน,"4 สี",,,โอ๋,,โอ๋,สาว,,,
20-01-22,อาจารย์ภิญโญ,O,"sticker กระชาย",78965,400,0.3,0,,,,,โอ๋,,โอ๋,สาว,,,
20-01-22,อาจารย์ภิญโญ,O,"sticker ใบมะกรูด",78958,400,0.3,0,สติกเกอร์ขาวมัน,"4 สี",,,โอ๋,,โอ๋,สาว,,,
20-01-22,อาจารย์ภิญโญ,O,"sticker ข่าอ่อน",78960,800,0.3,0,สติกเกอร์ขาวมัน,"4 สี",,,โอ๋,,โอ๋,สาว,,,
20-01-22,ฺBotany,,Menu,78160,15,680,10200,"Pvc ครีม 210 แกรม",,เคลือบพีวีซีด้าน+เย็บ,,ปัด,,ปัด,สาว,,,
20-01-22,"Samui Plus",,"sticker ติดรถ",78192,"205 A3 2460 ดวง",3.80,9348,สติกเกอร์พีพีด้าน,"4 สี",,,โอ๋,,โอ๋,สาว,,,
20-01-22,กาละแมป้าเรณู,O,sticker,77797,5,50,250,สติกเกอร์ขาวมัน,"4 สี",,,โอ๋,,โอ๋,สาว,,,
20-01-22,"W Koh Samui ",H,Flyer,78133,500,5,2500,"อาร์ต 157 แกรม","4 สี ",,,ปัด,,ปัด,สาว,,,
20-01-22,"๋Jolly scent",,sticker,78144,4,,0,,,"เคลือบพีวีซีมัน 1 ด้าน",,ปัด,,ปัด,สาว,,,
20-01-22,"Peace Resort ",H,Miscellaneous,78077,50,,0,,,,,ปัด,,เมฆ,สาว,,,
20-01-22,"Kamalaya Koh Samui",H,Questionnaire,78009,2000,3.2,6400,"อาร์ต 157 แกรม","4 สี",พับ,,โอ๋,,แอ้,สาว,,,
