DATE,HOTEL/FIRM,CODE,"JOB DESCRIPTION",JOB.,QTY,PRICE,AMOUNT,PAPER,COLOR,งานหลังพิมพ์,จำนวนเที่ยววิ่ง,ช่างอาร์ต,เครื่องพิมพ์,ช่างพิมพ์,COOR,NEW/OLD,วันที่เสร็จ,TEL.
17-09-20,อาจารย์ภิญโญ,O,Stk.กระชาย,74128,600,0.30,180,"STK.ขาวมันหลังเขียว ","น-Print ดำ",ตัด,19(A:3),แก่น,"Digital Print",แก่น,ตา,O,04-01-21,
17-09-20,อาจารย์ภิญโญ,O,Stk.ข่าอ่อน,741230,1500,0.30,450,"STK.ขาวมันหลังเขียว ",สีดำ,กรีด,47(A:3),แก่น,"Digital Print",แก่น,ตา,N,15-01-21,
17-09-20,อาจารย์ภิญโญ,O,Stk.ข่าอ่อน,74125,1000,0.30,300,"STK.ขาวมันหลังเขียว ","น-Print ดำ",ตัด,32(A:3),แก่น,"Digital Print",แก่น,ตา,O,26-02-21,
17-09-20,อาจารย์ภิญโญ,O,Stk.ใบชะพลู,74122,300,0.30,90,"STK.ขาวมันหลังเขียว ",สีดำ,ตัด,7(A:3),แก่น,"Digital Print",แก่น,ตา,O,08-10-20,
17-09-20,Grow,O,"Stk. Logo วงกลม",74133,200,1.80,360,"STK.PP ด้าน",น-CMYK,"ไดคัท Inkjet","16 ผ.",โอ๋,"Digital Print",โอ๋,ตา,O,18-09-20,
17-09-20,Intercontinental,H,"Stk. Food 7 วัน",74134,100*7,1,700,"STK.PPด้าน ",น-CMYK,"ไดคัท Inkjet","21 ใบ",แก่น,"Digital Print",แก่น,ตา,N,06-10-20,
17-09-20,"White Rose Samui",H,"Menu Lime",74135,10,610,6100,"อาร์ต 300g. V.นอก","น-ล CMYK",เคลือบPVCด้าน2ด้าน+ปั๊มพับ+เย็บมุงหลังคา,"12 ล.",ติ๋ว,"Digital Print",ติ๋ว,ตา,O+R,05-10-20,
17-09-20,กาละแมป้าเรณู,O,"Stk. กาละแม",74141,"800 ดวง",0.75,600,"STK.ขาวมันหลังเขียว ","น-Print สี",กรีด,15(A:3),โบว์,"Digital Print",โบว์,ตา,O,21-09-20,
17-09-20,"The Ritz-Carlton",H,"Hotel Card ",74136,1000,2.25,2250,"การ์ดขาว240g. V.นอก","น-ลฟ้า,ดำ","ตัด Stock420ใบ",340,PL,"ตัด 11",ศร,ตา,O,08-10-20,
17-09-20,กาละแมแม่พิณ,O,Stk.มะพร้าวแก้ว,74140,200,0.50,100,"STK.ขาวมันหลังเขียว ","น-Print สี","ไดคัท Inkjet",4(A:3),โบว์,"Digital Print",โบว์,ตา,N,23-09-20,
