DATE,HOTEL/FIRM,CODE,"JOB DESCRIPTION",JOB.,QTY,PRICE,AMOUNT,PAPER,COLOR,งานหลังพิมพ์,จำนวนเที่ยววิ่ง,ช่างอาร์ต,เครื่องพิมพ์,ช่างพิมพ์,COOR,NEW/OLD,วันที่เสร็จ,TEL.
21-09-23,K.Parinnada,,ไวนิล,01427,4,150,600,ไวนิล,"น 4 cmyk","ขนาด 60*80 ซม ",,ปัด,อิ้งเจ็ท,ต้อม,ตา,N,21-09-23,
21-09-23,"The Hive Hotel",,"card in room",84108,100,30,3000,"อาร์ต 300g.","น 4 cmyk ล 4 cmyk","เคลือบPVC ด้าน 2ด้าน ",,โอ๋,"Digital Print",โอ๋,ตา,N,21-09-23,
21-09-23,"The Hive Hotel",,"Menu ",84107,30,385,11550,"อาร์ต 300g.","น 4 cmyk ล 4 cmyk","เคลือบPVC ด้าน 2ด้าน ",,โอ๋,"Digital Print",โอ๋,ตา,N,21-09-23,
25-09-23,"Sirocco Handcrafted Jewelry",,Tag,86082,1000,3,3000,"brick 270 g","น 4 cmyk",เจาะรูตรงกลาง,,โอ๋,"Digital Print",โอ๋,ตา,N,25-09-23,
25-09-23,"Viva Vacation Resort",H,"STK ติดไม้",01278,2,"500 / 500",1000,-,"น 4 cmyk","60*114 ซม / 56*100 ซม",,โอ๋,อิ้งเจ็ท,โอ๋,ตา,N,25-09-23,
25-09-23,Saii,,"ตรายางหมึกใน สีน้ำเงิน ชื่อบริษัท",1704,1,300,300,-,-,"ตรายางหมึกใน สีน้ำเงิน ชื่อบริษัท",,โอ๋,บริการอื่นๆ,โอ๋,ตา,N,25-09-23,
25-09-23,"Bangkok Air Catering Samui Co.,Ltd.",O,"กระดาษ 7วัน 7สี",86162,140000,.18,25200,"ปอนด์ TPI 80g ","น 4 cmyk","คาด 500 ปึก",,PL,MO4,แอร์+ศร,ตา,N,25-09-23,
25-09-23,Mr.Ram,,"Order Book",87296,10,220,2200,"ธรรมดา 2 ใบ ขาว-ปรู๊ฟ","น 1 ดำ","เย็บ 50 ใบ ปรุ 4 ที่ + No. 5 ที่",,ปัด,"ตัด 5",แบงค์,ตา,O+R,25-09-23,
25-09-23,"Bam Fitness ",,"photo paper",01494,2,600,1200,photo,"น 4 cmyk",-,,โอ๋,อิ้งเจ็ท,โอ๋,ตา,N,25-09-23,
25-09-23,"Banana Fan Sea Resort",H,STK,86209,600,1.50,900,pp-ด้าน,"น 4 cmyk",-,,ปัด,"Digital Print",ปัด,ตา,O,25-09-23,
25-09-23,"Orchid Lodge",,STK,88328.,5,65,325,pp-ด้าน,"น 4 cmyk",-,,ปัด,"Digital Print",ปัด,ตา,N,25-09-23,
25-09-23,"OZO Chaweng Samui",H,"photo paper",01450,3,250,750,photo,"น 4 cmyk","A2 3 แผ่น ",,แตงโม,อิ้งเจ็ท,ต้อม,ตา,N,25-09-23,
25-09-23,"Anahata Bophut.Koh Samui",,STK,88002,7,65,455,pp-ด้าน,"น 4 cmyk",ไดคัท,,โอ๋,"Digital Print",โอ๋,ตา,N,25-09-23,
26-09-23,explorar,,"envelope logo",84262,2000,6.27,12540,"ปอนด์ TPI 100g ","น 4 cmyk",ไดคัท+บล็อคเก่า+ติดเทปกาว,,PL,MO4,ศร+ต้น,ตา,O,26-09-23,
26-09-23,"ฺBliss Event",,STK,01493,51,,7160,"Sticker ","น 4 cmyk",-,,โอ๋,อิ้งเจ็ท,โอ๋,ตา,N,26-09-23,
26-09-23,"Santiburi Beach Resort",H,"NC executive chef ",86244,400,6.50,2600,"อาร์ต 350g.","น 4 cmyk ล 4 cmyk","เคลือบPVC ด้าน 2ด้าน + ตัดมุม 4 มุม 2 ชื่อ ชื่อละ 200",,โอ๋,"Digital Print",โอ๋,ตา,N,26-09-23,
26-09-23,"STAY INN@ NATHON",,"NC hotel",86240,100,5,500,"อาร์ต 300g.","น 4 cmyk ล 4 cmyk",,,ปัด,"Digital Print",ปัด,ตา,O,26-09-23,
26-09-23,"สมุยยนตรกิจ บจก.",O,"ไวนิล ",01499,3,"300*2 / 800",1400,ไวนิล,"น 4 cmyk","ขนาด 60*160ซม 2 ชิ้น / 125*250 ซม ",,โอ๋,อิ้งเจ็ท,โอ๋,ตา,N,26-09-23,
26-09-23,ตม.สมุย,G,"ไวนิล backdrop",01500,1,2000,2000,ไวนิล,"น 4 cmyk","2*3 ม. / ตอกตาไก่ 5 ตัว",,โอ๋,อิ้งเจ็ท,โอ๋,ตา,N,26-09-23,
26-09-23,"Diva Cabarret",,"Flyer ",86184,6000,1.22,7320,"อาร์ต 128g.","น 4 cmyk ล 4 cmyk",-,,ปัด,GTO4,แอร์,ตา,O,26-09-23,
